sentence,text_processed,true_label,tuned_pred,tuned_correct,word_count,confidence,base_pred,base_correct
nên cài các phiên bản visual studio mới hơn .,nên cài các phiên bản visual studio mới hơn .,negative,negative,True,10,0.9955606754100847,negative,True
demo tốt .,demo tốt .,positive,positive,True,3,0.9962883719900767,positive,True
ít liên kết với bài tập .,ít liên kết với bài tập .,negative,negative,True,7,0.9429834425973888,negative,True
không được thực hành nhiều .,không được thực hành nhiều .,negative,negative,True,6,0.9975639173374357,negative,True
"môn học có chương trình , chủ đề để sinh viên dễ nắm bắt và liên tưởng học tập .","môn học có chương trình , chủ đề để sinh viên dễ nắm bắt và liên tưởng học tập .",positive,positive,True,20,0.5078465502975336,positive,True
"thầy nhiệt tình , thân thiện , truyền đạt kiến thức tốt , tận tình với học sinh .","thầy nhiệt tình , thân thiện , truyền đạt kiến thức tốt , tận tình với học sinh .",positive,positive,True,19,0.9999167947331444,positive,True
em hoàn toàn không hài lòng về cách giảng dạy của thầy cả .,em hoàn toàn không hài lòng về cách giảng dạy của thầy cả .,negative,negative,True,14,0.7601397009516033,negative,True
làm việc nhóm .,làm việc nhóm .,neutral,positive,False,4,0.6282351702587295,positive,False
nên đưa ra một số bài tập và giải mẫu .,nên đưa ra một số bài tập và giải mẫu .,negative,negative,True,11,0.9785305002977437,negative,True
"lên lớp đầy đủ , giảng dạy dễ hiểu .","lên lớp đầy đủ , giảng dạy dễ hiểu .",positive,positive,True,10,0.9989959788031116,positive,True
cám ơn thầy fraction cô rất nhiều .,cám ơn thầy fraction cô rất nhiều .,positive,neutral,False,8,0.6856541226234429,positive,True
cách dạy của thầy nâng cao được khả năng nghe tiếng anh .,cách dạy của thầy nâng cao được khả năng nghe tiếng anh .,positive,positive,True,13,0.8135554586392955,positive,True
ngoại trừ khi thi thì có một số phần không được nói nhưng sao thi lại ra câu đó .,ngoại trừ khi thi thì có một số phần không được nói nhưng sao thi lại ra câu đó .,negative,negative,True,20,0.9721796550360267,negative,True
"đồ án cuối kỳ thì chấm chéo về "" source code "" giữa các nhóm trong khi tên môn học là "" quản lý dự án công nghệ thông tin "" .",đồ án cuối kỳ thì chấm chéo về source code giữa các nhóm trong khi tên môn học là quản lý dự án công nghệ thông tin .,negative,negative,True,28,0.7065864672847763,negative,True
"giảng viên nhiệt tình , truyền đạt kiến thức dễ hiểu .","giảng viên nhiệt tình , truyền đạt kiến thức dễ hiểu .",positive,positive,True,12,0.9997542065622267,positive,True
"giảng viên nhiệt tình giúp đỡ sinh viên , dạy dễ hiểu .","giảng viên nhiệt tình giúp đỡ sinh viên , dạy dễ hiểu .",positive,positive,True,13,0.9999809130835452,positive,True
"thầy vui tính , giảng dễ hiểu .","thầy vui tính , giảng dễ hiểu .",positive,positive,True,8,0.9998764367434075,positive,True
"đặc biệt khả năng truyền đạt của cô không tốt , tiếng anh nói không tốt , dễ gây buồn ngủ .","đặc biệt khả năng truyền đạt của cô không tốt , tiếng anh nói không tốt , dễ gây buồn ngủ .",negative,negative,True,22,0.9454410739224861,negative,True
"cô giảng dạy có tâm , nhiệt tình với sinh viên .","cô giảng dạy có tâm , nhiệt tình với sinh viên .",positive,positive,True,12,0.9998051191064382,positive,True
cô dạy rất hay .,cô dạy rất hay .,positive,positive,True,5,0.9997739126078089,positive,True
phần thực hành cần có thời lượng cao hơn và nhiều nội dung bổ trợ lý thuyết hơn .,phần thực hành cần có thời lượng cao hơn và nhiều nội dung bổ trợ lý thuyết hơn .,negative,negative,True,19,0.999026341925187,negative,True
mong nhà trường sẽ hướng đào tạo có thể giao tiếp nhiều hơn để thi ở bộ môn này .,mong nhà trường sẽ hướng đào tạo có thể giao tiếp nhiều hơn để thi ở bộ môn này .,negative,negative,True,20,0.9945437947027087,negative,True
chương trình học thú vị .,chương trình học thú vị .,positive,positive,True,6,0.7828309027167638,positive,True
sử dụng hiệu quả ứng dụng công nghệ thông tin trong giảng dạy .,sử dụng hiệu quả ứng dụng công nghệ thông tin trong giảng dạy .,positive,positive,True,14,0.8792219629731266,positive,True
nhà trường cần cải tiến thiết bị trong phòng học vì máy chiếu quá mờ .,nhà trường cần cải tiến thiết bị trong phòng học vì máy chiếu quá mờ .,negative,negative,True,16,0.9994897501835016,negative,True
đáp áp cụ thể cho bài tập cũng không có .,đáp áp cụ thể cho bài tập cũng không có .,negative,negative,True,11,0.9649549298639036,negative,True
thầy wzjwz172 nhiệt tình quan tâm sinh viên sâu sắc .,thầy wzjwz172 nhiệt tình quan tâm sinh viên sâu sắc .,positive,positive,True,11,0.9993072699462953,positive,True
"giảng viên dạy khá hay , dễ hiểu .","giảng viên dạy khá hay , dễ hiểu .",positive,positive,True,9,0.9997986436817168,positive,True
thầy truyền đạt quá hay .,thầy truyền đạt quá hay .,positive,positive,True,6,0.8679796542363953,positive,True
"vui tính , hòa đồng .","vui tính , hòa đồng .",positive,positive,True,6,0.9940247228179135,positive,True
truyền đạt quá không tốt !,truyền đạt quá không tốt !,negative,negative,True,6,0.9933284436162931,negative,True
"vẫn chưa được áp dụng nhiều kiến thức bên ngoài cho lắm , đa phần sử dụng các kiến thức trong sách giáo khoa là chính nên đâm ra buổi học trở nên nhàm chán hơn .","vẫn chưa được áp dụng nhiều kiến thức bên ngoài cho lắm , đa phần sử dụng các kiến thức trong sách giáo khoa là chính nên đâm ra buổi học trở nên nhàm chán hơn .",negative,negative,True,37,0.9930460505629938,negative,True
thầy giảng dạy nhiệt tình .,thầy giảng dạy nhiệt tình .,positive,positive,True,6,0.9995250527263486,positive,True
giảng viên giảng hay .,giảng viên giảng hay .,positive,positive,True,5,0.9972835290350617,positive,True
"thầy nghiêm túc , cách làm việc và yêu cầu đúng bản chất của môn học .","thầy nghiêm túc , cách làm việc và yêu cầu đúng bản chất của môn học .",positive,negative,False,17,0.8048041248081143,negative,False
cô dạy rất hay và rất tốt .,cô dạy rất hay và rất tốt .,positive,positive,True,8,0.9999972938038855,positive,True
"đã học trong môn lập trình trên windows mà không đi sâu vào môn đi sâu vào lập trình hệ thống nâng cao như cái tên của môn học "" lập trình hệ thống với java "" .",đã học trong môn lập trình trên windows mà không đi sâu vào môn đi sâu vào lập trình hệ thống nâng cao như cái tên của môn học lập trình hệ thống với java .,negative,negative,True,36,0.9054405786533878,negative,True
thuyết trình thường xuyên .,thuyết trình thường xuyên .,negative,neutral,False,5,0.6741761632343691,neutral,False
"thời gian hợp lý , thái độ thoải mái .","thời gian hợp lý , thái độ thoải mái .",positive,positive,True,10,0.9347981647201151,positive,True
giảng viên nên cho bài tập ít lại vì số lượng bài quá nhiều sinh viên không làm hết được vì còn những môn học khác .,giảng viên nên cho bài tập ít lại vì số lượng bài quá nhiều sinh viên không làm hết được vì còn những môn học khác .,negative,negative,True,27,0.9999476924955126,negative,True
hơi khó hiểu và không sâu .,hơi khó hiểu và không sâu .,negative,negative,True,7,0.9999041482061295,negative,True
"em thích cách phát âm của cô , cô chia nhóm và sao khi làm bài tập , thuyết trình cô cho các nhóm nhận xét ưu nhược rất hay .","em thích cách phát âm của cô , cô chia nhóm và sao khi làm bài tập , thuyết trình cô cho các nhóm nhận xét ưu nhược rất hay .",positive,positive,True,31,0.9572060493445559,positive,True
cô còn cho một thời gian để gặp học sinh .,cô còn cho một thời gian để gặp học sinh .,positive,positive,True,11,0.7940860496165552,positive,True
dạy lý thuyết rất tốt .,dạy lý thuyết rất tốt .,positive,positive,True,6,0.9977353030171968,positive,True
làm bài giảng sinh động .,làm bài giảng sinh động .,negative,positive,False,6,0.9265260334051371,positive,False
tận tâm và nhiệt tình .,tận tâm và nhiệt tình .,positive,positive,True,6,0.9995384698939225,positive,True
"thầy giảng dạy rất nhiệt tình , kiến thức sâu rộng .","thầy giảng dạy rất nhiệt tình , kiến thức sâu rộng .",positive,positive,True,12,0.9995827170304568,positive,True
đã có làm đơn với phòng đào tạo .,đã có làm đơn với phòng đào tạo .,neutral,negative,False,9,0.8620606575109682,negative,False
tiến trình dạy chậm !,tiến trình dạy chậm !,negative,positive,False,5,0.642893652023272,positive,False
đảm bảo chất lượng tốt .,đảm bảo chất lượng tốt .,positive,positive,True,6,0.913624453378709,positive,True
có những chuyến tham quan bổ ích và thực tiễn .,có những chuyến tham quan bổ ích và thực tiễn .,positive,positive,True,11,0.9838448115465817,positive,True
có kết hợp với bài tập ví dụ .,có kết hợp với bài tập ví dụ .,neutral,positive,False,9,0.8911916107739689,positive,False
trên lớp cho ít ví dụ mở rộng nên chưa hiểu sâu .,trên lớp cho ít ví dụ mở rộng nên chưa hiểu sâu .,negative,negative,True,13,0.9941713878738487,negative,True
"vui vẻ , hỏi thầy thầy rep lại rất nhanh .","vui vẻ , hỏi thầy thầy rep lại rất nhanh .",positive,positive,True,11,0.9727903102081602,positive,True
nhưng nguyên nhân chán có lẽ vì không hiểu được mục đích môn học sau khi học xong nên không muốn học .,nhưng nguyên nhân chán có lẽ vì không hiểu được mục đích môn học sau khi học xong nên không muốn học .,negative,negative,True,23,0.9882182742675799,negative,True
"slide bài giảng đầy đủ rõ ràng , giáo viên đúng giờ , giảng giải tận tình , luôn giúp đỡ sinh viên về vấn đề bài học .","slide bài giảng đầy đủ rõ ràng , giáo viên đúng giờ , giảng giải tận tình , luôn giúp đỡ sinh viên về vấn đề bài học .",positive,positive,True,29,0.9995280561389017,positive,True
"giáo viên dạy nhiệt tình , dễ hiểu , vui tính .","giáo viên dạy nhiệt tình , dễ hiểu , vui tính .",positive,positive,True,12,0.9999903706326672,positive,True
nên có hướng dẫn trước mỗi bài tập thực hành .,nên có hướng dẫn trước mỗi bài tập thực hành .,negative,negative,True,11,0.9724411106914352,negative,True
"tới buổi gần cuối , các nhóm trình bày đồ án , thầy nhận xét đồ án mà không khác gì chửi thẳng vào mặt sinh viên .","tới buổi gần cuối , các nhóm trình bày đồ án , thầy nhận xét đồ án mà không khác gì chửi thẳng vào mặt sinh viên .",negative,negative,True,28,0.9214473428709133,negative,True
"tận tình chỉ cho từng sinh viên , luôn hổ trợ sinh viên trong việc thực hành .","tận tình chỉ cho từng sinh viên , luôn hổ trợ sinh viên trong việc thực hành .",positive,positive,True,18,0.9934325397018402,positive,True
"nhiệt tình , có trách nhiệm .","nhiệt tình , có trách nhiệm .",positive,positive,True,7,0.9818513531496391,positive,True
bài tập đầy đủ .,bài tập đầy đủ .,neutral,positive,False,5,0.982801455541687,positive,False
giảng viên đáng giá đúng năng lực sinh viên .,giảng viên đáng giá đúng năng lực sinh viên .,positive,positive,True,10,0.947232752844061,positive,True
không điểm danh .,không điểm danh .,neutral,negative,False,4,0.899181390601786,negative,False
"đề thi không phân bố điểm , nếu chạy được chương trình thì có điểm , không chạy được chương trình thì 0 điểm .","đề thi không phân bố điểm , nếu chạy được chương trình thì có điểm , không chạy được chương trình thì 0 điểm .",negative,negative,True,25,0.9745170362376145,negative,True
bài giảng bằng tiếng anh giúp sinh viên tiếp cận ngoại ngữ tốt hơn .,bài giảng bằng tiếng anh giúp sinh viên tiếp cận ngoại ngữ tốt hơn .,negative,positive,False,15,0.5382273121099189,positive,False
có cung cấp tài liệu cho sinh viên .,có cung cấp tài liệu cho sinh viên .,neutral,positive,False,9,0.8825445340817547,positive,False
"cô dạy lý thuyết sát , chặt chẽ chương trình học cũng như ôn tập .","cô dạy lý thuyết sát , chặt chẽ chương trình học cũng như ôn tập .",positive,positive,True,16,0.7130315617214624,positive,True
"giảng viên chưa quản được lớp và chấm điểm "" có vẻ "" theo cảm tính .",giảng viên chưa quản được lớp và chấm điểm có vẻ theo cảm tính .,negative,negative,True,15,0.8627812234003739,negative,True
"thầy thường xuyên bắt sinh viên làm seminar , trình bày những vấn đề tràn lan đại hải , trong khi kiến thức cần thiết thì thầy không dạy khi thi giữa kỳ sinh viên thậm chí còn không hiểu đề , đa phần làm bài không tốt , kiến thức chủ yếu từ giảng viên thực hành .","thầy thường xuyên bắt sinh viên làm seminar , trình bày những vấn đề tràn lan đại hải , trong khi kiến thức cần thiết thì thầy không dạy khi thi giữa kỳ sinh viên thậm chí còn không hiểu đề , đa phần làm bài không tốt , kiến thức chủ yếu từ giảng viên thực hành .",negative,negative,True,59,0.9978894226600441,negative,True
giảng viên đến lớp rất đúng giờ ( sớm hơn cả giờ bắt đầu ) .,giảng viên đến lớp rất đúng giờ sớm hơn cả giờ bắt đầu .,positive,positive,True,14,0.7884391925199297,positive,True
"thầy dạy nhiệt tình , đầy đủ .","thầy dạy nhiệt tình , đầy đủ .",positive,positive,True,8,0.9999438429948171,positive,True
"thầy rất thân thiện , cập nhật thông tin mới nhất cho sinh viên về công nghệ .","thầy rất thân thiện , cập nhật thông tin mới nhất cho sinh viên về công nghệ .",positive,positive,True,18,0.9788400238470574,positive,True
"trong đó những nội dung thầy nói thì rất chung chung , đôi khi không thực tế .","trong đó những nội dung thầy nói thì rất chung chung , đôi khi không thực tế .",negative,negative,True,18,0.9103999142870242,negative,True
"chất lượng trang thiết bị hỗ trợ cho môn học chưa tốt , cần được thay thế đổi mới .","chất lượng trang thiết bị hỗ trợ cho môn học chưa tốt , cần được thay thế đổi mới .",negative,negative,True,20,0.9997689478368296,negative,True
"giáo viên nhiệt tình , kịp thời trả lời mail thắc mắc liên quan tới môn học của sinh viên .","giáo viên nhiệt tình , kịp thời trả lời mail thắc mắc liên quan tới môn học của sinh viên .",positive,positive,True,21,0.9739643564020718,positive,True
sự nhiệt tình của thầy .,sự nhiệt tình của thầy .,positive,positive,True,6,0.9306351071151313,positive,True
"dạy hấp dẫn , hay .","dạy hấp dẫn , hay .",positive,positive,True,6,0.9835889029771481,positive,True
"đồng thời , những bài tập , ví dụ thầy cho ra rất sát với bài học .","đồng thời , những bài tập , ví dụ thầy cho ra rất sát với bài học .",positive,positive,True,18,0.9976338551249495,positive,True
thầy đi trễ dạy muộn giờ .,thầy đi trễ dạy muộn giờ .,negative,negative,True,7,0.9838298872405983,negative,True
"giảng viên nhiệt tình , năng động .","giảng viên nhiệt tình , năng động .",positive,positive,True,8,0.9985323681663958,positive,True
giảng dạy nghiêm túc .,giảng dạy nghiêm túc .,positive,positive,True,5,0.6214338161238395,positive,True
cần điều chỉnh số lượng sinh viên hợp lý trong lớp học bởi trong lớp khá đông .,cần điều chỉnh số lượng sinh viên hợp lý trong lớp học bởi trong lớp khá đông .,negative,negative,True,18,0.626773044852689,negative,True
đi muộn .,đi muộn .,negative,negative,True,3,0.987140428292247,negative,True
"giảng viên nhiệt tình , cho nhiều bài tập .","giảng viên nhiệt tình , cho nhiều bài tập .",positive,positive,True,10,0.9974077377796036,positive,True
cần up nhiều tài liệu hơn lên course .,cần up nhiều tài liệu hơn lên course .,negative,negative,True,9,0.9998189852307472,negative,True
các bài thực hành có liên quan tới nghiệp vụ .,các bài thực hành có liên quan tới nghiệp vụ .,positive,positive,True,11,0.6174065422147319,positive,True
thầy giảng hay dễ hiểu .,thầy giảng hay dễ hiểu .,positive,positive,True,6,0.9999650216563924,positive,True
cô vô cùng nhiệt tình và tận tâm .,cô vô cùng nhiệt tình và tận tâm .,positive,positive,True,9,0.9987550483610286,positive,True
"thầy giảng lý thuyết khá chung chung , trừu tượng , khó áp dụng kiến thức .","thầy giảng lý thuyết khá chung chung , trừu tượng , khó áp dụng kiến thức .",negative,negative,True,17,0.8787250258104525,negative,True
em không hiểu .,em không hiểu .,negative,negative,True,4,0.8838789348435117,negative,True
giảng viên dạy còn tương đối nhanh và hơi khó hiểu .,giảng viên dạy còn tương đối nhanh và hơi khó hiểu .,negative,negative,True,12,0.9868622439583753,negative,True
"giảng viên tận tâm , nhiệt tình , giảng dạy rất chi tiết nội dung bài học .","giảng viên tận tâm , nhiệt tình , giảng dạy rất chi tiết nội dung bài học .",positive,positive,True,18,0.999698641540295,positive,True
"giảng viên năng nổ , nhiệt tình , vui tính .","giảng viên năng nổ , nhiệt tình , vui tính .",positive,positive,True,11,0.9983441484918232,positive,True
cám ơn cô đã dạy lớp em .,cám ơn cô đã dạy lớp em .,positive,positive,True,8,0.6170210376999193,positive,True
quan tâm và nhiệt tình .,quan tâm và nhiệt tình .,positive,positive,True,6,0.9967282100290825,positive,True
ngoài ra còn nhiều kiến thức ngoài .,ngoài ra còn nhiều kiến thức ngoài .,neutral,positive,False,8,0.9802188323128551,positive,False
thầy dạy khá chi tiết .,thầy dạy khá chi tiết .,positive,positive,True,6,0.991768003203119,positive,True
"đến gần cuối kỳ vẫn khá nhiều sinh viên không biết nên làm gì với đồ án , code kiểu gì mới đúng ý thầy .","đến gần cuối kỳ vẫn khá nhiều sinh viên không biết nên làm gì với đồ án , code kiểu gì mới đúng ý thầy .",negative,negative,True,26,0.998509046074003,negative,True
"ngoài kiến thức trong sách , thầy còn chia sẻ những kinh nghiệm cho sinh viên về công việc , về lĩnh vực học tập .","ngoài kiến thức trong sách , thầy còn chia sẻ những kinh nghiệm cho sinh viên về công việc , về lĩnh vực học tập .",positive,positive,True,26,0.9791922655695028,positive,True
"giảng viên dạy tận tâm , nhiệt tình .","giảng viên dạy tận tâm , nhiệt tình .",positive,positive,True,9,0.999715243968832,positive,True
thầy nghỉ ' hơi ' nhiều .,thầy nghỉ hơi nhiều .,negative,negative,True,5,0.9985607302103016,negative,True
"slide thầy chuẩn bị thì không khác giáo viên khác là nhiêu , thầy sử dụng các ví dụ rất nhiều nhưng thật sự chưa lôi kéo được sinh viên về phía mình ( cho sinh viên hiểu được ) .","slide thầy chuẩn bị thì không khác giáo viên khác là nhiêu , thầy sử dụng các ví dụ rất nhiều nhưng thật sự chưa lôi kéo được sinh viên về phía mình cho sinh viên hiểu được .",negative,negative,True,39,0.9900518715792064,negative,True
sự kiên trì của giảng viên với lớp dù sinh viên có mặt khá ít .,sự kiên trì của giảng viên với lớp dù sinh viên có mặt khá ít .,positive,negative,False,16,0.9652802734289824,negative,False
đó là ý kiến cá nhân của em về giảng viên môn anh văn 2 này .,đó là ý kiến cá nhân của em về giảng viên môn anh văn 2 này .,neutral,neutral,True,17,0.7600966861314149,neutral,True
"cách dạy không phù hợp , khó hiểu gây chán nản , không có động lực học .","cách dạy không phù hợp , khó hiểu gây chán nản , không có động lực học .",negative,negative,True,18,0.9928426810684124,negative,True
hướng dẫn đầy đủ .,hướng dẫn đầy đủ .,positive,positive,True,5,0.9797732469057081,positive,True
chưa sâu về nội dung .,chưa sâu về nội dung .,negative,negative,True,6,0.9959842549693252,negative,True
thầy giảng dạy rất ân cần và quan tâm tới sinh viên .,thầy giảng dạy rất ân cần và quan tâm tới sinh viên .,positive,positive,True,13,0.8034941931444449,positive,True
giảng dạy lý thuyết tốt .,giảng dạy lý thuyết tốt .,positive,positive,True,6,0.9621429515448456,positive,True
trình độ chuyên môn cao .,trình độ chuyên môn cao .,positive,positive,True,6,0.5894779933147688,positive,True
sinh viên học lý thuyết nhưng thực hành không liên quan nhiều tới lý thuyết .,sinh viên học lý thuyết nhưng thực hành không liên quan nhiều tới lý thuyết .,negative,negative,True,16,0.9949451033774159,negative,True
giảng viên nên đảm bảo giờ trên lớp và sử dụng hiệu quả tiết học .,giảng viên nên đảm bảo giờ trên lớp và sử dụng hiệu quả tiết học .,negative,negative,True,16,0.5820372636288753,negative,True
cần thêm giáo trình do trường biên soạn .,cần thêm giáo trình do trường biên soạn .,negative,negative,True,9,0.9978628487956869,negative,True
giúp sinh viên hoàn thiện các kỹ năng trong việc học tập .,giúp sinh viên hoàn thiện các kỹ năng trong việc học tập .,positive,positive,True,13,0.9870408621236026,positive,True
"thầy wzjwz192 giảng bài dễ hiểu , cụ thể , chi tiết .","thầy wzjwz192 giảng bài dễ hiểu , cụ thể , chi tiết .",positive,positive,True,13,0.9984832257845658,positive,True
"không nên đánh giá tập trung vào một bài thi cuối kỳ duy nhất , chia thành nhiều phần doubledot 60% kiến thức ai doubledot trong đó có thể kiểm tra giấy như hiện nay bài tập lớn 40% một đồ án vận dụng trí tuệ nhân tạo ( ai ) bài thi cuối kỳ không đảm bảo đánh giá đúng chất lượng sinh viên doubledot đề thi cho những câu dễ , chỉ mất thời gian để trình bày hơn là thời gian suy nghĩ .","không nên đánh giá tập trung vào một bài thi cuối kỳ duy nhất , chia thành nhiều phần doubledot 60 kiến thức ai doubledot trong đó có thể kiểm tra giấy như hiện nay bài tập lớn 40 một đồ án vận dụng trí tuệ nhân tạo ai bài thi cuối kỳ không đảm bảo đánh giá đúng chất lượng sinh viên doubledot đề thi cho những câu dễ , chỉ mất thời gian để trình bày hơn là thời gian suy nghĩ .",negative,negative,True,85,0.9954858783896976,negative,True
"cô cho làm bài tập để thực tiễn lý thuyết rất nhiều và phù hơp , khiến chúng em hiểu ngay được nội dung của môn học .","cô cho làm bài tập để thực tiễn lý thuyết rất nhiều và phù hơp , khiến chúng em hiểu ngay được nội dung của môn học .",positive,positive,True,28,0.6900739059686773,positive,True
giữ vững nhiệt huyết với sinh viên .,giữ vững nhiệt huyết với sinh viên .,positive,positive,True,8,0.9885959703046477,positive,True
có demo trực tiếp .,có demo trực tiếp .,neutral,positive,False,5,0.6010638926174382,positive,False
"dạy dễ hiểu , hài hước .","dạy dễ hiểu , hài hước .",positive,positive,True,7,0.9998928022007584,positive,True
thầy giảng bài kỹ .,thầy giảng bài kỹ .,positive,positive,True,5,0.9873537546599004,positive,True
cách giảng dạy của cô rất hiệu quả .,cách giảng dạy của cô rất hiệu quả .,positive,positive,True,9,0.9194371012412655,positive,True
cụ thể doubledot về việc hướng dẫn bài tập về nội dung đó .,cụ thể doubledot về việc hướng dẫn bài tập về nội dung đó .,neutral,positive,False,14,0.6388480213269628,positive,False
đề quá khó !,đề quá khó !,negative,negative,True,4,0.9996913094466634,negative,True
môn học tốt .,môn học tốt .,positive,positive,True,4,0.9764482935796718,positive,True
"giảng dạy chi tiết , nhiệt tình .","giảng dạy chi tiết , nhiệt tình .",positive,positive,True,8,0.9969576974482526,positive,True
nên thêm nhiều kiến thức thực tế hơn nữa .,nên thêm nhiều kiến thức thực tế hơn nữa .,negative,negative,True,10,0.9879426063522597,negative,True
có nhiệt huyết .,có nhiệt huyết .,positive,positive,True,4,0.9861256616621298,positive,True
"giảng viên cho bài tập hay , khó .","giảng viên cho bài tập hay , khó .",positive,positive,True,9,0.6954889064895584,positive,True
thầy cho thực hành làm mạch dễ tiếp thu kiến thức .,thầy cho thực hành làm mạch dễ tiếp thu kiến thức .,positive,positive,True,12,0.8887247969874554,positive,True
thầy nói tiếng khá khó nghe và không sử dụng micro nên em không thể hiểu toàn bộ những điều thầy nói .,thầy nói tiếng khá khó nghe và không sử dụng micro nên em không thể hiểu toàn bộ những điều thầy nói .,negative,negative,True,23,0.9855149396665964,negative,True
"cô nhiệt tình , giảng dạy hay , dễ hiểu cho sinh viên .","cô nhiệt tình , giảng dạy hay , dễ hiểu cho sinh viên .",positive,positive,True,14,0.9999890682829007,positive,True
thầy rất nhiệt tình .,thầy rất nhiệt tình .,positive,positive,True,5,0.9999207840839905,positive,True
"đôi lúc cô có kể vài câu chuyện hay liên quan đến bài học , hầu hết các tiết học cô luôn mỉm cười nên khi học cảm thấy thoải mái .","đôi lúc cô có kể vài câu chuyện hay liên quan đến bài học , hầu hết các tiết học cô luôn mỉm cười nên khi học cảm thấy thoải mái .",positive,positive,True,32,0.9811406125115277,positive,True
không nhiệt tình .,không nhiệt tình .,negative,negative,True,4,0.9993294492665872,negative,True
cách tính điểm cộng của giáo viên có điểm quá trình .,cách tính điểm cộng của giáo viên có điểm quá trình .,neutral,positive,False,12,0.5701314506992662,positive,False
"em nghĩ thầy dạy hơi chậm so với lớp khác nhưng mà thầy dạy đảm bảo chất lượng , rèn được cho bọn em khả năng làm việc nhóm , thuyết trình , cách trả lời câu hỏi .","em nghĩ thầy dạy hơi chậm so với lớp khác nhưng mà thầy dạy đảm bảo chất lượng , rèn được cho bọn em khả năng làm việc nhóm , thuyết trình , cách trả lời câu hỏi .",positive,negative,False,39,0.9757249059921372,negative,False
"cô dạy hay , đưa thực tế áp dụng vào bài giảng , dễ hiểu .","cô dạy hay , đưa thực tế áp dụng vào bài giảng , dễ hiểu .",positive,positive,True,16,0.9993153446633933,positive,True
nhiều bài thuyết trình .,nhiều bài thuyết trình .,neutral,neutral,True,5,0.5240363983987608,neutral,True
"nhiệt tình , vui vẻ , quan tâm đến sinh viên .","nhiệt tình , vui vẻ , quan tâm đến sinh viên .",positive,positive,True,12,0.999969032876926,positive,True
"giọng nói của thầy truyền cảm , không gây cảm giác buồn ngủ .","giọng nói của thầy truyền cảm , không gây cảm giác buồn ngủ .",positive,negative,False,14,0.9402823434772231,negative,False
rất có tâm huyết và thương sinh viên colonsmile .,rất có tâm huyết và thương sinh viên colonsmile .,positive,positive,True,10,0.9996613814139454,positive,True
"giáo viên thường xuyên đi muộn , không đúng giờ giấc , thường xuyên bỏ dạy mà không thông báo cho phòng đào tạo .","giáo viên thường xuyên đi muộn , không đúng giờ giấc , thường xuyên bỏ dạy mà không thông báo cho phòng đào tạo .",negative,negative,True,25,0.989354734282989,negative,True
"cô rất có tâm , tận tình , nghiêm túc .","cô rất có tâm , tận tình , nghiêm túc .",positive,positive,True,11,0.9991253528930598,positive,True
thầy dậy rất nhiệt tình .,thầy dậy rất nhiệt tình .,positive,positive,True,6,0.999752807563754,positive,True
không ý kiến .,không ý kiến .,neutral,neutral,True,4,0.9117975599653996,neutral,True
tạo bầu không khí vui vẻ .,tạo bầu không khí vui vẻ .,positive,positive,True,7,0.8984273298501187,positive,True
hơi nhanh nhưng em vẫn theo kịp được .,hơi nhanh nhưng em vẫn theo kịp được .,neutral,negative,False,9,0.5617054501713891,negative,False
"máy tính thực hành quá tệ , cần được trang bị mới hơn .","máy tính thực hành quá tệ , cần được trang bị mới hơn .",negative,negative,True,14,0.9986977562758393,negative,True
"mang tính chê trách sinh viên về chuyên môn , làm cho tâm lý sinh viên đi xuống , không có hứng thú trong học tập .","mang tính chê trách sinh viên về chuyên môn , làm cho tâm lý sinh viên đi xuống , không có hứng thú trong học tập .",negative,positive,False,27,0.8668085319689237,positive,False
"nội dung giảng dạy quá sơ sài , giảng viên không quan tâm tới lớp .","nội dung giảng dạy quá sơ sài , giảng viên không quan tâm tới lớp .",negative,negative,True,16,0.9990704309094584,negative,True
"cô dạy tận tâm , nhiệt tình , giúp đỡ sinh viên .","cô dạy tận tâm , nhiệt tình , giúp đỡ sinh viên .",positive,positive,True,13,0.9997840705908553,positive,True
nhiệt tình giải đáp thắc mắc .,nhiệt tình giải đáp thắc mắc .,positive,positive,True,7,0.9953114828306685,positive,True
cô rất xinh .,cô rất xinh .,positive,positive,True,4,0.9974942680747141,positive,True
"nên giảm thời gian tiết học môn anh văn , vì thời gian học một buổi dài sẽ ít hiệu quả .","nên giảm thời gian tiết học môn anh văn , vì thời gian học một buổi dài sẽ ít hiệu quả .",negative,negative,True,22,0.9992320769159887,negative,True
thầy nhiệt tình trong công tác giảng dạy .,thầy nhiệt tình trong công tác giảng dạy .,positive,positive,True,9,0.9941614522862304,positive,True
"đề cuối kỳ ra khá dở , trong khi java có nhiều cái hay thì không ra .","đề cuối kỳ ra khá dở , trong khi java có nhiều cái hay thì không ra .",negative,negative,True,18,0.9789222592323586,negative,True
"giảng dạy lý thuyết dễ hiểu , ví dụ hợp lý .","giảng dạy lý thuyết dễ hiểu , ví dụ hợp lý .",positive,positive,True,12,0.989430764328047,positive,True
khả năng truyền đạt của giảng viên chưa tốt .,khả năng truyền đạt của giảng viên chưa tốt .,negative,negative,True,10,0.9356057358694037,negative,True
"tận tình , tâm huyết .","tận tình , tâm huyết .",positive,positive,True,6,0.9988946352430874,positive,True
thầy wzjwz13 dạy rất chuẩn .,thầy wzjwz13 dạy rất chuẩn .,positive,positive,True,6,0.9743375864427505,positive,True
